,Route_link:,Route_name:,Bus_name:,Bus_type:,Dep_time:,Duration:,Arr_time:,Rating:,Price:,Seat_avail:
0,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,08h 35m,22:50,4.2,627.0,34 Seats available
1,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),15:00,09h 01m,00:01,4.3,620.0,"13 Seats available
4 Window"
2,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,06h 55m,22:20,2.2,729.0,"38 Seats available
15 Window"
3,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:02,08h 48m,00:50,2.8,567.0,"23 Seats available
7 Window"
4,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,09h 20m,04:24,4.1,640.0,"38 Seats available
17 Window"
5,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,08h 25m,06:10,4.2,700.0,"22 Seats available
1 Single"
6,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,09h 00m,07:30,4.4,700.0,"21 Seats available
3 Single"
7,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,NS Transports,VE A/C Sleeper (2+1),22:45,08h 45m,07:30,4.1,1000.0,"19 Seats available
5 Single"
8,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),20:10,10h 35m,06:45,4.2,807.0,24 Seats available
9,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,P K Travels,A/C Sleeper (2+1),18:45,11h 45m,06:30,4.2,900.0,"23 Seats available
4 Single"
10,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,08h 35m,22:50,4.2,627.0,34 Seats available
11,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),15:00,09h 01m,00:01,4.3,620.0,"13 Seats available
4 Window"
12,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,06h 55m,22:20,2.2,729.0,"38 Seats available
15 Window"
13,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:02,08h 48m,00:50,2.8,567.0,"23 Seats available
7 Window"
14,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,09h 20m,04:24,4.1,640.0,"38 Seats available
17 Window"
15,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,08h 25m,04:25,3.6,473.0,32 Seats available
16,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),20:31,09h 05m,05:36,3.8,640.0,32 Seats available
17,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),21:31,09h 05m,06:36,3.2,640.0,26 Seats available
18,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:12,09h 24m,07:36,3.4,640.0,"26 Seats available
10 Window"
19,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:32,09h 03m,07:35,3.8,627.0,17 Seats available
20,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,10h 30m,09:30,3.9,469.0,13 Seats available
21,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,10h 05m,09:35,3.8,469.0,17 Seats available
22,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:41,09h 24m,09:05,3.8,627.0,35 Seats available
23,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,08h 25m,06:10,4.2,700.0,"22 Seats available
1 Single"
24,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,09h 00m,07:30,4.4,700.0,"21 Seats available
3 Single"
25,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,NS Transports,VE A/C Sleeper (2+1),22:45,08h 45m,07:30,4.1,1000.0,"19 Seats available
5 Single"
26,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),20:10,10h 35m,06:45,4.2,807.0,24 Seats available
27,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,P K Travels,A/C Sleeper (2+1),18:45,11h 45m,06:30,4.2,900.0,"23 Seats available
4 Single"
28,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Suraj Holidays,VE A/C Sleeper (2+1),22:30,09h 00m,07:30,3.9,950.0,"24 Seats available
6 Single"
29,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),22:15,08h 15m,06:30,4.0,700.0,"17 Seats available
2 Single"
30,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,08h 30m,05:30,3.9,899.0,"19 Seats available
3 Single"
31,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,National travels and logistics,NON A/C Sleeper (2+1),22:45,07h 45m,06:30,3.8,599.0,"19 Seats available
6 Single"
32,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),21:15,08h 30m,05:45,4.5,849.0,"21 Seats available
5 Single"
33,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,09h 45m,06:45,3.3,600.0,35 Seats available
34,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,DLT BUS,A/C Sleeper (2+1),22:30,09h 00m,07:30,3.8,899.0,"18 Seats available
5 Single"
35,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:00,08h 30m,06:30,3.2,700.0,"25 Seats available
12 Window"
36,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Sam Tourist,NON AC Seater / Sleeper 2+1,22:05,09h 00m,07:05,3.6,599.0,"30 Seats available
6 Single"
37,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:00,10h 30m,07:30,3.9,649.0,32 Seats available
38,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),21:45,09h 15m,07:00,2.9,800.0,32 Seats available
39,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30,09h 30m,06:00,3.4,750.0,"19 Seats available
5 Single"
40,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,P K Travels,Non A/C Seater / Sleeper (2+1),19:15,10h 00m,05:15,3.7,699.0,"31 Seats available
4 Single"
41,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,SRS Travels,A/C Sleeper (2+1),21:45,08h 55m,06:40,2.4,930.0,"17 Seats available
5 Single"
42,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Vijay Lines,A/C Seater / Sleeper (2+1),22:20,08h 40m,07:00,1.7,999.0,39 Seats available
43,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,National travels and logistics,A/C Sleeper (2+1),22:45,08h 15m,07:00,3.7,2176.0,22 Seats available
44,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Vijay Lines,A/C Seater / Sleeper (2+1),20:45,10h 45m,07:30,1.7,5000.0,40 Seats available
45,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,08h 35m,22:50,4.2,627.0,34 Seats available
46,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 235,Swift Deluxe Non AC Air Bus (2+2),15:00,09h 01m,00:01,4.3,620.0,"13 Seats available
4 Window"
47,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,06h 55m,22:20,2.2,729.0,"38 Seats available
15 Window"
48,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:02,08h 48m,00:50,2.8,567.0,"23 Seats available
7 Window"
49,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:04,09h 20m,04:24,4.1,640.0,"38 Seats available
17 Window"
50,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,08h 25m,04:25,3.6,473.0,32 Seats available
51,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 1585,Super Express Non AC Seater Air Bus (2+2),20:31,09h 05m,05:36,3.8,640.0,32 Seats available
52,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 1586,Super Express Non AC Seater Air Bus (2+2),21:31,09h 05m,06:36,3.2,640.0,26 Seats available
53,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:12,09h 24m,07:36,3.4,640.0,"26 Seats available
10 Window"
54,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:32,09h 03m,07:35,3.8,627.0,17 Seats available
55,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,10h 30m,09:30,3.9,469.0,13 Seats available
56,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,10h 05m,09:35,3.8,469.0,17 Seats available
57,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:41,09h 24m,09:05,3.8,627.0,35 Seats available
58,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),21:45,08h 25m,06:10,4.2,700.0,"22 Seats available
1 Single"
59,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,MMK Travels,VE A/C Seater / Sleeper (2+1),22:30,09h 00m,07:30,4.4,700.0,"21 Seats available
3 Single"
60,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,NS Transports,VE A/C Sleeper (2+1),22:45,08h 45m,07:30,4.1,1000.0,"19 Seats available
5 Single"
61,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),20:10,10h 35m,06:45,4.2,807.0,24 Seats available
62,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,P K Travels,A/C Sleeper (2+1),18:45,11h 45m,06:30,4.2,900.0,"23 Seats available
4 Single"
63,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Suraj Holidays,VE A/C Sleeper (2+1),22:30,09h 00m,07:30,3.9,950.0,"24 Seats available
6 Single"
64,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),22:15,08h 15m,06:30,4.0,700.0,"17 Seats available
2 Single"
65,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,08h 30m,05:30,3.9,899.0,"19 Seats available
3 Single"
66,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,National travels and logistics,NON A/C Sleeper (2+1),22:45,07h 45m,06:30,3.8,599.0,"19 Seats available
6 Single"
67,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),21:15,08h 30m,05:45,4.5,849.0,"21 Seats available
5 Single"
68,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,09h 45m,06:45,3.3,600.0,35 Seats available
69,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,DLT BUS,A/C Sleeper (2+1),22:30,09h 00m,07:30,3.8,899.0,"18 Seats available
5 Single"
70,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Kalpaka Travels,NON A/C Semi Sleeper (2+2),22:00,08h 30m,06:30,3.2,700.0,"25 Seats available
12 Window"
71,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Sam Tourist,NON AC Seater / Sleeper 2+1,22:05,09h 00m,07:05,3.6,599.0,"30 Seats available
6 Single"
72,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),21:00,10h 30m,07:30,3.9,649.0,32 Seats available
73,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,A1 Travels,A/C Seater / Sleeper (2+1),21:45,09h 15m,07:00,2.9,800.0,32 Seats available
74,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,20:30,09h 30m,06:00,3.4,750.0,"19 Seats available
5 Single"
75,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,P K Travels,Non A/C Seater / Sleeper (2+1),19:15,10h 00m,05:15,3.7,699.0,"31 Seats available
4 Single"
76,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,SRS Travels,A/C Sleeper (2+1),21:45,08h 55m,06:40,2.4,930.0,"17 Seats available
5 Single"
77,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Vijay Lines,A/C Seater / Sleeper (2+1),22:20,08h 40m,07:00,1.7,999.0,39 Seats available
78,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,National travels and logistics,A/C Sleeper (2+1),22:45,08h 15m,07:00,3.7,2176.0,22 Seats available
79,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Bangalore to Kozhikode,Vijay Lines,A/C Seater / Sleeper (2+1),20:45,10h 45m,07:30,1.7,5000.0,40 Seats available
80,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 256,Super Fast Non AC Seater (2+3),13:30,05h 06m,18:36,2.3,230.0,42 Seats available
81,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 2718,Super Fast Non AC Seater (2+3),13:50,06h 10m,20:00,3.1,209.0,"42 Seats available
16 Window"
82,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),13:55,06h 25m,20:20,3.1,269.0,48 Seats available
83,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 2369,Low Floor AC Seater 2+2,14:30,05h 44m,20:14,2.8,383.0,"22 Seats available
9 Window"
84,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40,05h 35m,21:15,1.8,269.0,50 Seats available
85,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,04h 30m,01:30,3.7,450.0,32 Seats available
86,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,BLM Transports,A/C Sleeper (2+1),22:00,04h 45m,02:45,3.9,903.0,"29 Seats available
9 Single"
87,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,03h 30m,01:45,4.1,800.0,33 Seats available
88,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,02h 59m,01:29,3.3,700.0,38 Seats available
89,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,Sonia Travels,A/C Seater/Sleeper (2+1),23:30,04h 59m,04:29,4.2,700.0,17 Seats available
90,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 256,Super Fast Non AC Seater (2+3),13:30,05h 06m,18:36,2.3,230.0,42 Seats available
91,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 2718,Super Fast Non AC Seater (2+3),13:50,06h 10m,20:00,3.1,209.0,"42 Seats available
16 Window"
92,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),13:55,06h 25m,20:20,3.1,269.0,48 Seats available
93,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 2369,Low Floor AC Seater 2+2,14:30,05h 44m,20:14,2.8,383.0,"22 Seats available
9 Window"
94,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40,05h 35m,21:15,1.8,269.0,50 Seats available
95,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 1883,Low Floor AC Seater 2+2,16:30,05h 39m,22:09,3.7,383.0,"27 Seats available
13 Window"
96,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25,05h 15m,22:40,3.1,269.0,44 Seats available
97,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 503,Super Express Non AC Seater Air Bus (2+2),17:42,04h 18m,22:00,3.1,309.0,37 Seats available
98,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00,04h 50m,22:50,1.7,309.0,32 Seats available
99,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,05h 14m,23:44,3.3,383.0,"26 Seats available
11 Window"
100,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 467,Super Express Non AC Seater Air Bus (2+2),19:55,04h 40m,00:35,1.2,309.0,36 Seats available
101,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 564,Super Express Non AC Seater Air Bus (2+2),20:12,04h 39m,00:51,2.9,309.0,32 Seats available
102,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,04h 36m,01:01,3.1,309.0,"32 Seats available
13 Window"
103,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,05h 14m,01:44,3.1,383.0,"30 Seats available
14 Window"
104,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,05h 35m,02:35,3.6,269.0,47 Seats available
105,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 531,Super Express Non AC Seater Air Bus (2+2),21:15,03h 55m,01:10,3.3,309.0,31 Seats available
106,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),21:25,04h 40m,02:05,3.1,309.0,"31 Seats available
14 Window"
107,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 1212,AC MULTI AXLE,22:00,04h 26m,02:26,2.6,494.0,"13 Seats available
5 Window"
108,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 700,Super Fast Non AC Seater (2+3),22:15,05h 34m,03:49,2.7,255.0,47 Seats available
109,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 370,AC MULTI AXLE,22:20,04h 55m,03:15,1.9,494.0,"44 Seats available
21 Window"
110,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 666,Super Fast Non AC Seater (2+3),22:25,05h 54m,04:19,3.2,269.0,49 Seats available
111,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 1841,Low Floor AC Seater 2+2,22:30,05h 10m,03:40,3.0,383.0,"26 Seats available
11 Window"
112,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),22:40,05h 00m,03:40,3.1,288.0,39 Seats available
113,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 1704,Super Fast Non AC Seater (2+3),22:40,05h 10m,03:50,3.1,255.0,50 Seats available
114,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 1011,Super Fast Non AC Seater (2+3),23:00,05h 30m,04:30,3.1,261.0,"38 Seats available
14 Window"
115,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,05h 35m,04:40,3.6,269.0,48 Seats available
116,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 426,Super Express Non AC Seater Air Bus (2+2),23:15,03h 50m,03:05,3.1,268.0,30 Seats available
117,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,KSRTC (Kerala) - 407,Super Express Non AC Seater Air Bus (2+2),23:25,04h 30m,03:55,2.4,299.0,28 Seats available
118,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,A1 Travels,NON A/C Semi Sleeper (2+2),21:00,04h 30m,01:30,3.7,450.0,32 Seats available
119,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,BLM Transports,A/C Sleeper (2+1),22:00,04h 45m,02:45,3.9,903.0,"29 Seats available
9 Single"
120,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:15,03h 30m,01:45,4.1,800.0,33 Seats available
121,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,02h 59m,01:29,3.3,700.0,38 Seats available
122,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,Sonia Travels,A/C Seater/Sleeper (2+1),23:30,04h 59m,04:29,4.2,700.0,17 Seats available
123,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,Surya Connect,Volvo A/C Semi Sleeper (2+2),23:55,05h 20m,05:15,4.7,580.0,27 Seats available
124,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,Cochin Express,A/C Seater Push Back (2+2),23:55,05h 50m,05:45,3.9,650.0,"41 Seats available
20 Window"
125,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,Cochin Express,A/C Sleeper (2+1),23:59,05h 46m,05:45,4.1,850.0,"17 Seats available
5 Single"
126,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,Kalpaka Travels 1,A/C Sleeper (2+1),23:59,06h 01m,06:00,3.7,800.0,"28 Seats available
8 Single"
127,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,Kozhikode to Ernakulam,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,06h 16m,06:15,3.6,667.0,"41 Seats available
17 Window"
