,Route_link,Route_name,Bus_name,Bus_type,Dep_time,Duration,Arr_time,Rating,Price,Seat_avail
5859,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,APSRTC - 3016,INDRA(A.C. Seater),23:00,04h 30m,03:30,4.1,414,"35 Seats available
16 Window"
5860,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,APSRTC - 3098,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:02,05h 58m,05:00,3.9,328,"35 Seats available
17 Window"
5861,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,APSRTC - 3463,Super Luxury (Non AC Seater 2+2 Push Back),23:05,04h 25m,03:30,4.4,344,"33 Seats available
16 Window"
5862,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,APSRTC - 2748,Super Luxury (Non AC Seater 2+2 Push Back),23:35,04h 15m,03:50,4.4,342,"33 Seats available
16 Window"
5863,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,APSRTC - 3269,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,04h 35m,04:15,3.9,312,"37 Seats available
18 Window"
5864,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,APSRTC - 9497,Super Luxury (Non AC Seater 2+2 Push Back),23:50,04h 25m,04:15,3.7,344,"31 Seats available
15 Window"
5865,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,APSRTC - 3022,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:50,04h 55m,04:45,3.9,328,"35 Seats available
17 Window"
5866,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,TSRTC - 8302,Lahari Non A/C Sleeper Cum Seater,16:15,04h 55m,21:10,3.7,348,"34 Seats available
8 Single"
5867,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,TSRTC - 8304,Lahari Non A/C Sleeper Cum Seater,17:30,05h 30m,23:00,3.7,348,"35 Seats available
10 Single"
5868,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,TSRTC - 8670,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,05h 30m,01:00,3.7,347,25 Seats available
5869,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,NueGo,Electric A/C Seater (2+2),10:30,05h 00m,15:30,3.9,NA,31 Seats available
5870,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,NueGo,Electric A/C Seater (2+2),13:00,04h 45m,17:45,3.4,NA,33 Seats available
5871,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,NueGo,Electric A/C Seater (2+2),13:00,05h 15m,18:15,3.3,499,39 Seats available
5872,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),14:30,05h 15m,19:45,3.8,NA,"29 Seats available
4 Single"
5873,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,PRL BUS,A/C Seater / Sleeper (2+1),16:00,05h 00m,21:00,3.3,690,"33 Seats available
3 Single"
5874,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,DMR Travels,A/C Sleeper (2+1),16:00,05h 35m,21:35,3.6,799,"27 Seats available
7 Single"
5875,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),17:15,05h 15m,22:30,4.3,509,16 Seats available
5876,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),17:15,05h 00m,22:15,3.2,550,"31 Seats available
5 Single"
5877,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,KTR Travels,Non A/C Seater / Sleeper (2+1),17:15,06h 05m,23:20,3.7,750,"28 Seats available
3 Single"
5878,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),17:30,06h 40m,00:10,4.7,799,34 Seats available
5879,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),17:30,04h 59m,22:29,3.2,550,"30 Seats available
6 Single"
5880,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Jagan Travels,A/C Sleeper (2+1),17:30,05h 15m,22:45,4.0,450,"25 Seats available
9 Single"
5881,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,SVR Tours and Travels,A/C Seater / Sleeper (2+1),17:45,04h 45m,22:30,4.1,360,"35 Seats available
7 Single"
5882,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),18:00,05h 05m,23:05,3.2,500,"31 Seats available
5 Single"
5883,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Zingbus Plus,A/C Sleeper (2+1),18:10,04h 30m,22:40,4.3,NA,28 Seats available
5884,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Shree Manikanta Travels,A/C Sleeper (2+1),18:30,04h 30m,23:00,4.1,809,"25 Seats available
10 Single"
5885,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Mayuri Travels,A/C Seater / Sleeper (2+1),19:00,04h 50m,23:50,3.5,700,"31 Seats available
4 Single"
5886,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:00,16h 45m,11:45,3.5,800,"33 Seats available
4 Single"
5887,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,SVR Tours and Travels,Volvo A/C Sleeper (2+1),19:30,04h 15m,23:45,4.1,530,31 Seats available
5888,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),19:30,04h 15m,23:45,4.1,610,"35 Seats available
11 Single"
5889,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,SRKT Travels,Non A/C Seater / Sleeper (2+1),20:00,23h 40m,19:40,3.9,480,"30 Seats available
7 Single"
5890,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),20:00,04h 45m,00:45,3.4,NA,"29 Seats available
4 Single"
5891,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,SRKT Travels,Non A/C Seater / Sleeper (2+1),20:30,05h 50m,02:20,3.9,500,"26 Seats available
4 Single"
5892,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),20:30,04h 50m,01:20,3.1,570,"36 Seats available
5 Single"
5893,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),20:32,04h 58m,01:30,3.7,470,"31 Seats available
3 Single"
5894,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,NueGo,Electric A/C Seater (2+2),21:00,04h 45m,01:45,3.4,NA,33 Seats available
5895,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:00,05h 00m,02:00,4.7,NA,"26 Seats available
5 Single"
5896,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),21:00,04h 30m,01:30,3.7,649,16 Seats available
5897,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:00,04h 00m,01:00,3.4,500,"41 Seats available
5 Single"
5898,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Amaravathi Travels,Non A/C Seater / Sleeper (2+1),21:25,04h 51m,02:16,3.7,500,"34 Seats available
4 Single"
5899,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry,Sri Padmavathi Travels,A/C Sleeper (2+1),21:25,05h 05m,02:30,3.4,700,"32 Seats available
8 Single"
